filepath,source,label,emotion,intensity,screaming,split
Screaming\NotScreaming\ANvGzVp_Ti8_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-03-01-02-02-23.wav,RAVDESS,neutral,happy,normal,,train
Screaming\NotScreaming\msZvt9_kbuU_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\cmJj7SxQEp8_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\i5DEKRCepsg_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-06-01-01-01-04.wav,RAVDESS,neutral,fearful,normal,,train
Screaming\NotScreaming\eRiGPyewJpI_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-04-02-01-02-02.wav,RAVDESS,neutral,sad,strong,,train
Screaming\NotScreaming\kEkwg88O_t8_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\0vjJHHSeCqM_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\sOaHq6kNIno_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-03-02-02-01-16.wav,RAVDESS,neutral,happy,strong,,train
Screaming\NotScreaming\5JdBAY05ft8_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-03-01-01-01-05.wav,RAVDESS,neutral,happy,normal,,train
Screaming\Screaming\bb_JOl3VJvc_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\Gf8F2tBCaPk_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\bTlp5Qr99RY_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-07-02-02-01-06.wav,RAVDESS,neutral,disgust,strong,,train
Screaming\NotScreaming\OrwximvUjTU_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\hGmzPoruBwU_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\0qZ3tI4nAZE_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\QPVQcdmee54_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\vrNQbCbBlLY_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\gwZJIHspEdU_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\eZQsVitDCDs_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\tWxeUTLGrZ0_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\eQKF13LMaIQ_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\Ieef9l-gWN8_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\DnByZlF9NAE_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-04-02-01-01-09.wav,RAVDESS,neutral,sad,strong,,train
Screaming\NotScreaming\JgK5Gp9NJnk_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\UHYBH0Vn-2Y_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\vWQnKucgZM8_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-06-02-02-01-20.wav,RAVDESS,aggressive,fearful,strong,,train
RAVDESS\03-01-04-01-02-02-01.wav,RAVDESS,neutral,sad,normal,,train
RAVDESS\03-01-07-01-02-02-05.wav,RAVDESS,neutral,disgust,normal,,train
Screaming\NotScreaming\i73a0sVNyvA_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\6VOGlqLeOzI_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\XcfGBL2XkmE_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\1_cwgiVIRJw_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\6bQGbJutS5g_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\xl1op2Kwj_w_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-02-02-01-01-16.wav,RAVDESS,neutral,calm,strong,,train
Screaming\NotScreaming\UrABzfKma3I_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-07-02-01-01-02.wav,RAVDESS,neutral,disgust,strong,,train
Screaming\Screaming\---1_cCGK4M_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\ftfyCGbJJ6k_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\uGM6UYSIdj8_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\9FH7i5Q4rGI_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\6ztL-ySuHCk_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-06-02-02-02-20.wav,RAVDESS,aggressive,fearful,strong,,train
Screaming\NotScreaming\lDbgDRNmhYs_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-06-02-02-02-21.wav,RAVDESS,aggressive,fearful,strong,,train
RAVDESS\03-01-04-01-02-01-09.wav,RAVDESS,neutral,sad,normal,,train
Screaming\NotScreaming\fbWj1v3-Hus_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\vm9mPLYEv7c_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\N7C_mLbSaaY_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\yAZnV-TxX8g_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\Screaming\Eb03vQmXqKg_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\88GlJOx-Lns_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-08-02-01-01-18.wav,RAVDESS,neutral,surprised,strong,,train
Screaming\NotScreaming\SVSjNao4ZFQ_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\7I6fpFH5mes_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-05-02-02-01-10.wav,RAVDESS,aggressive,angry,strong,,train
Screaming\Screaming\aShUPTY2YZU_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-03-02-01-01-08.wav,RAVDESS,neutral,happy,strong,,train
RAVDESS\03-01-05-02-02-01-07.wav,RAVDESS,aggressive,angry,strong,,train
Screaming\NotScreaming\EsG-jdDMp8o_out.wav,SCREAMING_DATASET,neutral,,,False,train
Emotions\64992161e0daf97163c2535a-sad.wav,EMOTIONS_DATASET,neutral,sad,,,train
RAVDESS\03-01-08-02-02-01-08.wav,RAVDESS,neutral,surprised,strong,,train
RAVDESS\03-01-01-01-02-01-23.wav,RAVDESS,neutral,neutral,normal,,train
RAVDESS\03-01-07-01-01-01-20.wav,RAVDESS,neutral,disgust,normal,,train
Screaming\NotScreaming\XscNEv9tX5U_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\BbTpoFZbLvw_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-03-02-01-02-19.wav,RAVDESS,neutral,happy,strong,,train
Screaming\Screaming\Tc_sojS9nmI_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\LJ0RTahP_DU_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-06-02-02-01-19.wav,RAVDESS,aggressive,fearful,strong,,train
Screaming\NotScreaming\KbDLu4VozGg_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\eXFug5WggE4_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\U1xwMaMV3w0_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\Screaming\Nbrnjd-v1aE_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\pZbmULWeQKM_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\egE9vaE50U0_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\aSCH3Noht9A_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\e78QzuLkfkY_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-03-02-02-02-14.wav,RAVDESS,neutral,happy,strong,,train
Screaming\NotScreaming\leiPemYDg-8_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\JPJ1ihGKi4M_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-05-01-01-01-15.wav,RAVDESS,aggressive,angry,normal,,train
Screaming\NotScreaming\uKoP9qz26RU_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\YsOl6IoUGQI_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\zehrfcBC1Ac_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-05-02-01-01-17.wav,RAVDESS,aggressive,angry,strong,,train
RAVDESS\03-01-04-01-02-02-08.wav,RAVDESS,neutral,sad,normal,,train
Screaming\Screaming\RMsqMhneVl4_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\TdvwUwpYYos_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\BEuIJ5dw5kY_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\1SF8aPE89dM_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\YGE_k0h00nY_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\k0o-7BhsNBI_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\VrXT9kOn2Is_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\Screaming\_8gDltDuTwk_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\Screaming\2F-1urjNwpo_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\Screaming\RuiDoeScg8g_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\fppKGJD3Y6c_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\BoeZQKVuwA4_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-04-01-01-01-11.wav,RAVDESS,neutral,sad,normal,,train
Screaming\NotScreaming\C4-_w6N3plU_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\FG9_-vCAG8g_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\cQrcwFXs4hM_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\dlBO8GIs3F8_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\EvDGBUbCBRs_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\paHuu_ewwNI_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\m4bBsvuS4EU_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\_RbYie-Fxo4_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\JotcVa4XMLg_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\L0wBWDNZeJo_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\XI2c9yptr4U_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-07-02-01-02-07.wav,RAVDESS,neutral,disgust,strong,,train
Screaming\NotScreaming\42xehaGoJbc_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\GWTh21DHy6k_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\DkEqJe6C7ec_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\02JEvDAcq7U_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-04-02-01-02-07.wav,RAVDESS,neutral,sad,strong,,train
RAVDESS\03-01-05-02-02-01-02.wav,RAVDESS,aggressive,angry,strong,,train
RAVDESS\03-01-08-01-01-02-11.wav,RAVDESS,neutral,surprised,normal,,train
Screaming\Screaming\O8W1_irDftg_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\C0C4BbUMkOY_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\GJbTRr4XPh4_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\194N_h5CGzA_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\4n1JMHxLROw_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\KbJPiuS7TxA_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\gp1DYuoQH08_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-07-02-01-01-22.wav,RAVDESS,neutral,disgust,strong,,train
Screaming\NotScreaming\6FcV7mnutxc_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-08-02-02-01-12.wav,RAVDESS,neutral,surprised,strong,,train
Screaming\NotScreaming\yhbpAGdv_d8_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-02-01-01-02-13.wav,RAVDESS,neutral,calm,normal,,train
Screaming\NotScreaming\StuVq5ZnlsY_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\u1vff0lwD_M_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\B-XS7rGmG0o_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-05-01-01-01-13.wav,RAVDESS,aggressive,angry,normal,,train
Screaming\NotScreaming\PKsdjH0RmsU_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\p9nbp0Oo1U0_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-02-02-02-01-09.wav,RAVDESS,neutral,calm,strong,,train
RAVDESS\03-01-08-01-01-01-02.wav,RAVDESS,neutral,surprised,normal,,train
Screaming\NotScreaming\WdTzXm3ntZY_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\N2ttrM3FlcQ_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-03-02-02-02-03.wav,RAVDESS,neutral,happy,strong,,train
Emotions\64991b7fd94c0d5726dec353-surprised.wav,EMOTIONS_DATASET,neutral,surprised,,,train
Screaming\NotScreaming\D7RPMA2sxA0_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\pU0NyHEBVm0_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\f7jtLE3Q8EE_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\t9jBxSENxxI_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\fyqqAru0PHw_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\777vfvZlUWc_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\ttIeifVcqd4_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\eYSt2gEcnp8_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-06-01-01-02-13.wav,RAVDESS,neutral,fearful,normal,,train
RAVDESS\03-01-07-02-01-02-21.wav,RAVDESS,neutral,disgust,strong,,train
RAVDESS\03-01-01-01-01-02-13.wav,RAVDESS,neutral,neutral,normal,,train
Screaming\Screaming\DbaGhZj6lAM_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\Screaming\6H3MUryE568_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-06-01-01-01-13.wav,RAVDESS,neutral,fearful,normal,,train
Screaming\NotScreaming\PxXR74Uohfg_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\_XBqA_26vus_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\HhQTvaZtURY_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-08-02-02-02-22.wav,RAVDESS,neutral,surprised,strong,,train
Screaming\NotScreaming\-4xJv59_zcA_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-05-01-02-01-08.wav,RAVDESS,aggressive,angry,normal,,train
Screaming\NotScreaming\AgJH6Ul1EFg_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\cGFno5Gct2A_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-01-01-02-01-09.wav,RAVDESS,neutral,neutral,normal,,train
Screaming\NotScreaming\KOb-tRHYK68_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\OodpS6bvTgg_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\BPGZsM5gWO4_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-05-01-01-01-14.wav,RAVDESS,aggressive,angry,normal,,train
Screaming\NotScreaming\1qBjFpRa0LA_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\_xRpsu02t9o_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\MCNQI8ORBu4_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-08-01-02-02-05.wav,RAVDESS,neutral,surprised,normal,,train
Screaming\NotScreaming\6AyumUbU3VM_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\oS8kziiAWTk_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\FMDuxUkmGig_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\PrMKUjFxrvQ_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\5F8zpfwFKl0_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\J9ZQcJJBmj4_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-05-02-01-02-14.wav,RAVDESS,aggressive,angry,strong,,train
RAVDESS\03-01-07-01-01-01-13.wav,RAVDESS,neutral,disgust,normal,,train
Screaming\NotScreaming\nX7VVVNcGac_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\5c6wTpeOqpg_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-07-02-01-02-02.wav,RAVDESS,neutral,disgust,strong,,train
Screaming\Screaming\4dj6NLvutnQ_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\Screaming\7ecA9fPVyxE_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\GcuzzHAoxB4_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\G_iJif-fC6E_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\4X41JGsXexI_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\Screaming\FX31Kwzp9gY_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-04-01-01-01-05.wav,RAVDESS,neutral,sad,normal,,train
RAVDESS\03-01-05-01-01-02-02.wav,RAVDESS,aggressive,angry,normal,,train
Screaming\NotScreaming\949zqB0GlGE_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\aKT0nr0EZS0_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\XM4hxyK-Ddo_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-08-02-02-02-16.wav,RAVDESS,neutral,surprised,strong,,train
Emotions\64992044d94c0d5726dfffc7-joyfully.wav,EMOTIONS_DATASET,neutral,joyfully,,,train
RAVDESS\03-01-03-02-02-02-01.wav,RAVDESS,neutral,happy,strong,,train
RAVDESS\03-01-02-02-01-02-13.wav,RAVDESS,neutral,calm,strong,,train
Screaming\Screaming\CjptxmccUBk_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\SBK3maOWbU8_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-06-02-01-02-17.wav,RAVDESS,aggressive,fearful,strong,,train
Screaming\NotScreaming\L1kMJIKSEQc_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\xkFQIuXxP4c_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-08-01-02-01-17.wav,RAVDESS,neutral,surprised,normal,,train
RAVDESS\03-01-05-02-02-01-16.wav,RAVDESS,aggressive,angry,strong,,train
RAVDESS\03-01-05-02-02-01-14.wav,RAVDESS,aggressive,angry,strong,,train
Screaming\NotScreaming\qLdM6hG_2wc_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\oi-NyVxkKUc_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\c40opYMsalk_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\N2b86QnEA7k_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\TFYTvs7ctHg_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-06-02-02-02-18.wav,RAVDESS,aggressive,fearful,strong,,train
Screaming\NotScreaming\FbXjCKCuWDg_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\zidKg4l1uN8_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\Fqw2Hf-74FQ_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-06-02-02-02-10.wav,RAVDESS,aggressive,fearful,strong,,train
Screaming\NotScreaming\AAB0AZGxF6w_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\JIAt20yy4FE_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-06-02-02-01-22.wav,RAVDESS,aggressive,fearful,strong,,train
RAVDESS\03-01-03-02-02-01-01.wav,RAVDESS,neutral,happy,strong,,train
RAVDESS\03-01-05-02-01-01-24.wav,RAVDESS,aggressive,angry,strong,,train
Screaming\NotScreaming\3IX3FxeKkQg_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-08-02-02-01-13.wav,RAVDESS,neutral,surprised,strong,,train
RAVDESS\03-01-03-02-02-01-14.wav,RAVDESS,neutral,happy,strong,,train
Screaming\NotScreaming\5H-0cRPMOTE_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\pELIBvAnbkY_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\3NAqH9LYDyU_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\8f3TpJL3XKE_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\xCUDDVSlyvs_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-05-02-02-01-21.wav,RAVDESS,aggressive,angry,strong,,train
Screaming\NotScreaming\TS-ep4lVq_4_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\9vVrBybwoOw_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\Screaming\eAQC9olONU4_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-07-01-02-02-24.wav,RAVDESS,neutral,disgust,normal,,train
Screaming\Screaming\7CPGD73Sou8_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\WiVLgHykmFc_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\TU7Ym38TCtY_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\oY8jMhTw-wU_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\3OF_E-cL9j4_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-02-01-01-01-07.wav,RAVDESS,neutral,calm,normal,,train
Screaming\Screaming\a7tfktyuApA_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\fmHbWq-7-iQ_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\fwVL1NnQ3Ng_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\GtWO1XQIjnE_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-08-02-01-01-04.wav,RAVDESS,neutral,surprised,strong,,train
Screaming\NotScreaming\yp3C4sIjYi0_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\j4O-c4hSDYI_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-08-02-01-02-15.wav,RAVDESS,neutral,surprised,strong,,train
Screaming\Screaming\75EwmfHLijI_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\Em4jQX5TleU_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\-5GhUbDLYkQ_out.wav,SCREAMING_DATASET,neutral,,,False,train
RAVDESS\03-01-08-02-01-01-08.wav,RAVDESS,neutral,surprised,strong,,train
RAVDESS\03-01-06-01-01-02-12.wav,RAVDESS,neutral,fearful,normal,,train
Screaming\NotScreaming\C2Ccv6reRU8_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\j7238G4XtGY_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-07-01-01-02-05.wav,RAVDESS,neutral,disgust,normal,,train
Screaming\NotScreaming\RTKrmcS2BWs_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\C0rhAhtX1hg_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\Screaming\wUnJ-NhdzWU_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-07-02-02-01-08.wav,RAVDESS,neutral,disgust,strong,,train
RAVDESS\03-01-08-02-01-02-06.wav,RAVDESS,neutral,surprised,strong,,train
Screaming\NotScreaming\-CgdUiJaNdU_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\2kuuwEr32YE_out.wav,SCREAMING_DATASET,aggressive,,,True,train
Screaming\NotScreaming\o274yH7D0Og_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\QwmyaTTlGvE_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-06-01-02-02-02.wav,RAVDESS,neutral,fearful,normal,,train
RAVDESS\03-01-05-02-01-01-07.wav,RAVDESS,aggressive,angry,strong,,train
Screaming\NotScreaming\ngqJmUB1vsc_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\pZD66AVzQRY_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\NotScreaming\fx3-JxVOwog_out.wav,SCREAMING_DATASET,neutral,,,False,train
Screaming\Screaming\fZLBpi28Nb0_out.wav,SCREAMING_DATASET,aggressive,,,True,train
RAVDESS\03-01-08-02-01-02-18.wav,RAVDESS,neutral,surprised,strong,,train
